,gene_symbols,n_cells,highly_variable,means,dispersions,dispersions_norm,highly_variable_nbatches,highly_variable_intersection,gene_ids
ANKRD37,ANKRD37,76088,True,0.11880405891005116,1.099474525537207,3.94767,10,False,ENSG00000186352
CD300E,CD300E,27143,True,0.07841608949679886,1.403457415230815,5.955196,10,False,ENSG00000186407
CCDC30,CCDC30,32790,True,0.04103712412020603,1.0892319349206008,3.1770191,5,False,ENSG00000186409
GNG2,GNG2,35832,True,0.07789721283069144,1.3782864083549016,5.144095,11,False,ENSG00000186469
AKAP14,AKAP14,27339,True,0.04174875065358561,1.208015879298329,6.1556134,7,False,ENSG00000186471
KLK12,KLK12,4067,True,0.006118927730447968,1.2160655539515492,2.6584291,6,False,ENSG00000186474
INSIG1,INSIG1,135902,True,0.2737560374445071,1.1243564528059922,3.8671768,10,False,ENSG00000186480
CFAP73,CFAP73,29137,True,0.04369203690998331,1.2386992180816851,6.121987,7,False,ENSG00000186710
CXCR3,CXCR3,9229,True,0.01878784792293323,1.4364940155839376,4.5150886,10,False,ENSG00000186810
LILRB4,LILRB4,39770,True,0.07657142790984468,1.1548487918322583,2.4858887,6,False,ENSG00000186818
TNFRSF4,TNFRSF4,14319,True,0.029130160359210334,1.4960494708427998,5.3557425,12,False,ENSG00000186827
KRT16,KRT16,18236,True,0.04930335935997461,1.2568516065526416,7.5269527,7,False,ENSG00000186832
KRT14,KRT14,28060,True,0.12691478546029294,1.7191685986266994,14.057474,8,False,ENSG00000186847
TNFRSF18,TNFRSF18,47116,True,0.08914419909449453,1.2304730724312345,3.2898557,7,False,ENSG00000186891
FAM183A,FAM183A,51686,True,0.12953355690347,1.9404422924506217,18.402807,14,True,ENSG00000186973
LILRA5,LILRA5,27300,True,0.055269846972882467,1.3237614683322882,4.077493,11,False,ENSG00000187116
AKR1C1,AKR1C1,106722,True,0.26098449785541983,1.0533088220189948,2.8279302,8,False,ENSG00000187134
MT1X,MT1X,236022,True,0.7707235598688157,1.520352846590313,6.055067,14,True,ENSG00000187193
DYNC2H1,DYNC2H1,59165,True,0.07925224294902435,1.125209663460332,4.2696204,7,False,ENSG00000187240
BCAM,BCAM,146765,True,0.31207015549434053,1.1625794170504693,3.741466,9,False,ENSG00000187244
FPR3,FPR3,40546,True,0.06845657580571704,1.166519290846961,2.6363516,5,False,ENSG00000187474
C11orf96,C11orf96,59519,True,0.13244827973896833,1.4575299539757671,7.1576705,12,False,ENSG00000187479
CDHR4,CDHR4,25967,True,0.03649002057534443,1.2076728927539013,5.1761956,9,False,ENSG00000187492
COL4A1,COL4A1,27362,True,0.0427422118132531,1.4128235760336632,4.991948,11,False,ENSG00000187498
GJA4,GJA4,9981,True,0.014811795198665694,1.36791606747305,3.8877993,7,False,ENSG00000187513
ISG15,ISG15,155821,True,0.34047134036868376,1.1252701968576038,4.424171,11,False,ENSG00000187608
HIST1H1C,HIST1H1C,106616,True,0.1770417798880287,1.054960923493409,2.807236,7,False,ENSG00000187837
DMBT1,DMBT1,24588,True,0.06178985415602963,1.7633806157315266,14.520726,14,True,ENSG00000187908
COL14A1,COL14A1,13593,True,0.016777286553845985,1.1252962707641214,2.7752306,7,False,ENSG00000187955
TPRG1,TPRG1,28578,True,0.03700694124462669,1.065951295972566,1.7405082,5,False,ENSG00000188001
MORN2,MORN2,110939,True,0.18921908463883494,1.2210294777991348,7.313891,10,False,ENSG00000188010
NWD1,NWD1,31594,True,0.040197092948515346,0.9896625319981187,2.5900471,5,False,ENSG00000188039
ARL4C,ARL4C,91001,True,0.1820375050311616,1.2152541681585685,5.125383,12,False,ENSG00000188042
FAM25A,FAM25A,608,True,0.0015060068174077709,1.011673970300484,3.3758147,5,False,ENSG00000188100
HEPACAM2,HEPACAM2,4104,True,0.005490755174693331,1.1221683194814227,4.267566,5,False,ENSG00000188175
PLA2G2A,PLA2G2A,18029,True,0.06574780874227894,1.9422739610586746,9.98111,11,False,ENSG00000188257
HES4,HES4,89668,True,0.17205524894497545,1.1609388651116526,3.6845682,9,False,ENSG00000188290
PDCD1,PDCD1,4507,True,0.009858634579431657,1.3992474162100592,3.2275639,8,False,ENSG00000188389
TCTEX1D4,TCTEX1D4,33223,True,0.05261531874374696,1.237568874127115,6.8151608,8,False,ENSG00000188396
SELL,SELL,23985,True,0.05439944710122867,1.382605591865269,5.9860206,11,False,ENSG00000188404
HBA2,HBA2,16291,True,0.03306906478384113,1.8897185009240822,8.770038,12,False,ENSG00000188536
CFAP54,CFAP54,23392,True,0.02977554692936416,1.1596103907983353,4.0423446,5,False,ENSG00000188596
S100A16,S100A16,175390,True,0.4423144027903146,1.036403493060198,2.327404,7,False,ENSG00000188643
SAXO2,SAXO2,37356,True,0.06428643907119384,1.2600587114972839,8.144194,10,False,ENSG00000188659
PRELP,PRELP,19171,True,0.03665917091875844,1.3489366055595966,5.8225417,8,False,ENSG00000188783
SNTN,SNTN,44557,True,0.10256422960196901,1.7227372176710891,16.568525,13,False,ENSG00000188817
FAM26F,FAM26F,46603,True,0.07443285615584451,1.219918778689126,3.8160498,11,False,ENSG00000188820
LRRK2,LRRK2,77651,True,0.15774935778540494,1.2296641132164994,3.6184516,7,False,ENSG00000188906
HACD4,HACD4,98095,True,0.1327863547275254,0.9826777477749664,1.7603202,5,False,ENSG00000188921
CFAP126,CFAP126,33697,True,0.061589115505120154,1.4666655925283112,9.835895,14,True,ENSG00000188931
SBSN,SBSN,1369,True,0.003713285845046859,1.2939403736814594,6.7075152,5,False,ENSG00000189001
KIR2DL4,KIR2DL4,2732,True,0.006596418636595444,1.5118612486515417,3.192412,8,False,ENSG00000189013
APOD,APOD,68752,True,0.12886431688601693,1.5660355461983637,10.744323,13,False,ENSG00000189058
PLAC9,PLAC9,32642,True,0.0671238812467161,1.4658402059445301,6.9108033,11,False,ENSG00000189129
CLDN4,CLDN4,167579,True,0.505786373304835,1.186281836714686,3.8093147,7,False,ENSG00000189143
S100A14,S100A14,190298,True,0.6131074927846274,1.251717635019517,4.305005,7,False,ENSG00000189334
FAM179A,FAM179A,22098,True,0.02784905726388723,1.1600150535291285,3.4307876,6,False,ENSG00000189350
CXCL17,CXCL17,202439,True,0.6626629924221469,1.5064547693811068,6.86053,11,False,ENSG00000189377
MMP23B,MMP23B,14796,True,0.021490523959403922,1.2271562969594367,2.0215986,7,False,ENSG00000189409
NCR1,NCR1,3507,True,0.006306142789661989,1.393744809823227,2.6689327,9,False,ENSG00000189430
HLA-DRB1,HLA-DRB1,349305,True,1.2094918321808847,1.239249833171667,4.087661,12,False,ENSG00000196126
AKR1C3,AKR1C3,151284,True,0.30319529967704184,1.0867700555613382,2.88813,10,False,ENSG00000196139
S100A4,S100A4,405714,True,1.898356771315054,0.9978897919213848,2.079361,7,False,ENSG00000196154
CTSE,CTSE,13639,True,0.02168479171848636,1.0215964276190168,1.7717505,7,False,ENSG00000196188
HRCT1,HRCT1,10178,True,0.012067106965003708,1.1328737071274788,1.6010696,5,False,ENSG00000196196
SFTA2,SFTA2,87632,True,0.3205228033556399,1.5991238330396302,7.0679855,8,False,ENSG00000196260
GIMAP5,GIMAP5,12795,True,0.016609541378280537,1.375829773029313,3.1336415,10,False,ENSG00000196329
MMP1,MMP1,13608,True,0.026448706568175356,1.4386041018265672,8.991254,8,False,ENSG00000196611
ADH1B,ADH1B,23214,True,0.06289123398299903,1.8371264694691043,11.504269,11,False,ENSG00000196616
TCF4,TCF4,124751,True,0.20211916367082755,1.1439080128263421,3.8319287,7,False,ENSG00000196628
HSH2D,HSH2D,28385,True,0.04365829904084646,1.1343402228999266,1.8231694,6,False,ENSG00000196684
HLA-DQA1,HLA-DQA1,159709,True,0.4590681097046052,1.5956055489660717,10.314831,14,True,ENSG00000196735
S100A2,S100A2,127404,True,0.695346347989027,1.6258038554216745,11.036149,10,False,ENSG00000196754
ADA,ADA,24426,True,0.043557183139777224,1.1484807828158818,1.8420485,5,False,ENSG00000196839
ARID5A,ARID5A,95510,True,0.16558645627160698,1.0439075248443934,2.175458,5,False,ENSG00000196843
KIAA1211L,KIAA1211L,46751,True,0.05792339916282754,1.0267098035675732,2.1687424,5,False,ENSG00000196872
LAMB3,LAMB3,97969,True,0.2081479345380284,1.0981259802558405,2.9216447,7,False,ENSG00000196878
FLNA,FLNA,213931,True,0.4120305798330248,1.0470293667708592,4.117979,6,False,ENSG00000196924
SRGAP1,SRGAP1,59781,True,0.07952949614228919,0.9868956548914545,1.5565573,5,False,ENSG00000196935
ANXA6,ANXA6,72733,True,0.132735671925267,1.2187081431462925,4.5114603,11,False,ENSG00000197043
DTHD1,DTHD1,33338,True,0.056652046997442855,1.3508465276867454,7.893399,13,False,ENSG00000197057
NEK5,NEK5,33127,True,0.04778400695458388,1.2447160506853845,5.3488145,10,False,ENSG00000197168
FAM110D,FAM110D,6801,True,0.009371374436372759,1.0619868917711954,1.489732,5,False,ENSG00000197245
SERPINA1,SERPINA1,207795,True,0.6653186794340139,1.2260858366615113,4.530215,9,False,ENSG00000197249
TPSB2,TPSB2,19603,True,0.09068553534715613,3.2541965613056663,27.005266,14,True,ENSG00000197253
LYPD2,LYPD2,71225,True,0.4817845903010581,1.7652064932764797,12.755008,10,False,ENSG00000197353
C5AR1,C5AR1,121523,True,0.26858113714307535,1.1613527344409076,3.1056654,8,False,ENSG00000197405
CYP2F1,CYP2F1,54955,True,0.1521514963293832,1.3481265024327982,6.839182,10,False,ENSG00000197446
SPN,SPN,92182,True,0.1630428434245188,1.1667725201344485,3.460447,7,False,ENSG00000197471
GZMM,GZMM,28998,True,0.07926341552562217,1.5094616365533238,7.204027,12,False,ENSG00000197540
MFAP5,MFAP5,12161,True,0.029876127163980463,1.4649564679523082,5.630413,7,False,ENSG00000197614
MPEG1,MPEG1,37165,True,0.06463097080609946,1.29893159505046,4.643923,9,False,ENSG00000197629
SERPINB2,SERPINB2,28678,True,0.07759930295194807,1.6765376911294747,11.884667,13,False,ENSG00000197632
SERPINB13,SERPINB13,42755,True,0.10029044901493668,0.9165905453299644,1.814961,5,False,ENSG00000197641
DNAH10,DNAH10,29165,True,0.04047904754842067,1.1346059319466841,4.84812,7,False,ENSG00000197653
NMB,NMB,77858,True,0.11914470614168535,1.009743375456187,1.6276765,5,False,ENSG00000197696
CFAP43,CFAP43,33897,True,0.05643007084343683,1.3387239405448526,8.826924,11,False,ENSG00000197748
CFD,CFD,174859,True,0.42408265133695794,1.3472109638754843,4.839149,13,False,ENSG00000197766
C4orf22,C4orf22,21419,True,0.025706631954410787,1.026642214972432,2.4963593,5,False,ENSG00000197826
PRB3,PRB3,3878,True,0.011163866245328032,1.8047684355466376,15.620662,6,False,ENSG00000197870
FAM49A,FAM49A,61485,True,0.09993969828618167,1.0960704200751052,1.9504734,5,False,ENSG00000197872
CLEC9A,CLEC9A,645,True,0.0015412726208144556,1.4601846771751155,2.836719,7,False,ENSG00000197992
SULT1C4,SULT1C4,7592,True,0.010047982830107108,1.1821800665108413,1.9522488,5,False,ENSG00000198075
BPIFA1,BPIFA1,59554,True,0.22548914908726458,2.4094120315873293,18.625391,14,True,ENSG00000198183
NTRK1,NTRK1,1268,True,0.002440561805307314,1.3392323736773124,2.0858982,6,False,ENSG00000198400
MT1F,MT1F,77372,True,0.11930211750690627,1.1454318800492904,4.5432773,10,False,ENSG00000198417
TPM2,TPM2,70680,True,0.13133742393215905,1.6114528099221948,9.828941,11,False,ENSG00000198467
HLA-DRB5,HLA-DRB5,224367,True,0.6583287718126647,1.3811591886059316,7.5743685,13,False,ENSG00000198502
C1orf228,C1orf228,37882,True,0.044975081861780154,1.0161831858780686,1.7069939,5,False,ENSG00000198520
PLN,PLN,2852,True,0.006064628881331383,1.4976915560666548,3.9685552,9,False,ENSG00000198523
ITGBL1,ITGBL1,6980,True,0.008455784040847292,1.2829572627302797,2.6694453,8,False,ENSG00000198542
SH2D1B,SH2D1B,8214,True,0.01686151006181862,1.2144298677392034,1.9786814,7,False,ENSG00000198574
ARC,ARC,14131,True,0.01974326387527649,1.1213424921575055,2.0666063,6,False,ENSG00000198576
FAM3D,FAM3D,91404,True,0.26079989932262454,1.1412110782680946,3.7120118,8,False,ENSG00000198643
SLC5A3,SLC5A3,72176,True,0.10221705224124354,1.05113905554961,2.185944,8,False,ENSG00000198743
EGFL6,EGFL6,23264,True,0.03100863206489447,1.3754050532694522,3.2233539,6,False,ENSG00000198759
RCSD1,RCSD1,39309,True,0.06302921905105388,1.3113036299637162,4.716512,10,False,ENSG00000198771
CD247,CD247,32912,True,0.09061958470823761,1.554975287436001,7.0927963,12,False,ENSG00000198821
SELM,SELM,193099,True,0.34100750232755095,1.0356312806705923,2.600429,7,False,ENSG00000198832
CES1,CES1,134625,True,0.304700431841188,1.4107161215869213,10.566895,14,True,ENSG00000198848
CD3E,CD3E,40243,True,0.10634342412033548,1.664650787532983,11.088909,12,False,ENSG00000198851
DZIP3,DZIP3,55305,True,0.07624380367243253,1.1151283146271884,4.6679683,5,False,ENSG00000198919
TGM2,TGM2,117156,True,0.2005081974872352,1.1796496888611399,6.17653,12,False,ENSG00000198959
FCGR3A,FCGR3A,116959,True,0.33748062367513704,1.4027734646870074,4.882136,11,False,ENSG00000203747
FAM229B,FAM229B,69584,True,0.11296644416730182,1.234190086127207,7.6513877,11,False,ENSG00000203778
FANK1,FANK1,35087,True,0.05066182362293017,1.1401783681575044,4.912679,6,False,ENSG00000203780
SPRR2E,SPRR2E,2262,True,0.0059699589225962685,1.2651209986839658,8.643529,9,False,ENSG00000203785
SOX18,SOX18,15807,True,0.021048052398782307,1.3422098021272368,4.4736676,10,False,ENSG00000203883
LDLRAD1,LDLRAD1,36330,True,0.06268580116044177,1.3530466466460227,8.996502,11,False,ENSG00000203985
MAFB,MAFB,135608,True,0.2634809179184721,1.1185045584181281,3.3411856,9,False,ENSG00000204103
HLA-DMA,HLA-DMA,243032,True,0.5750363998118708,1.0598964163257236,2.9029284,8,False,ENSG00000204257
COL5A2,COL5A2,12317,True,0.0159871454909166,1.1666980596039314,1.9918063,6,False,ENSG00000204262
HLA-DRA,HLA-DRA,374256,True,1.578904004582444,1.2931557354338665,4.5601854,12,False,ENSG00000204287
COL15A1,COL15A1,7921,True,0.011440969228780353,1.2681788747034533,2.6804543,6,False,ENSG00000204291
NOTCH4,NOTCH4,32541,True,0.051069667606585864,1.232001194308284,3.3030744,6,False,ENSG00000204301
AGER,AGER,35529,True,0.06722356424192745,1.5990741264007367,8.288387,8,False,ENSG00000204305
SLC44A4,SLC44A4,96800,True,0.18594020781144208,1.100385682977222,3.812324,6,False,ENSG00000204385
HSPA1B,HSPA1B,205203,True,0.5637860429847661,1.1532801116879858,3.1140757,7,False,ENSG00000204388
HSPA1A,HSPA1A,265463,True,0.8671288777626601,1.1546078480825208,2.8876092,6,False,ENSG00000204389
AIF1,AIF1,147578,True,0.5470319757609663,1.6202503258496415,8.635523,12,False,ENSG00000204472
NCR3,NCR3,14401,True,0.03617287090796206,1.4702412534340397,4.4482493,10,False,ENSG00000204475
LST1,LST1,128899,True,0.3877072175746914,1.457789101920884,6.347206,9,False,ENSG00000204482
C9orf135,C9orf135,34283,True,0.058980670741077434,1.3662765931549072,8.58348,11,False,ENSG00000204711
TTC25,TTC25,25881,True,0.03423448238204539,1.111454785063535,3.8747947,5,False,ENSG00000204815
CD177,CD177,6865,True,0.013397207619023053,1.3332317819405362,3.801022,5,False,ENSG00000204936
LRRC10B,LRRC10B,22745,True,0.032352389176052626,1.1123690501790808,4.9147162,5,False,ENSG00000204950
SLFN12L,SLFN12L,8728,True,0.013491279154652541,1.3251575677633396,2.8891149,9,False,ENSG00000205045
RP11-693J15.5,RP11-693J15.5,1984,True,0.003424278171498872,1.4142104159405195,2.6003168,7,False,ENSG00000205056
LGALS7,LGALS7,22676,True,0.06054107552832675,0.9723966877995861,4.791891,5,False,ENSG00000205076
TMEM231,TMEM231,39711,True,0.060240457877361146,1.155206003838782,6.220517,8,False,ENSG00000205084
ADGRG1,ADGRG1,89124,True,0.14785563837792418,1.0760170042235733,2.0604908,6,False,ENSG00000205336
MT1H,MT1H,8025,True,0.01723080007413327,1.5414720126602648,7.7028027,10,False,ENSG00000205358
MT1A,MT1A,25732,True,0.06837727589354738,1.5814900613564238,9.314182,11,False,ENSG00000205362
MT1M,MT1M,72491,True,0.1628907739981205,1.5929229942182812,10.696232,10,False,ENSG00000205364
SAMD9,SAMD9,81381,True,0.10804564464584003,1.0241412323476755,2.037492,5,False,ENSG00000205413
KRT6A,KRT6A,46768,True,0.2376894493780675,1.6688527730157061,8.785787,9,False,ENSG00000205420
C2CD4B,C2CD4B,13579,True,0.018018201149608826,1.1163582086245567,2.5054314,6,False,ENSG00000205502
KLRC2,KLRC2,5901,True,0.014285146360342813,1.565125861166107,4.035783,10,False,ENSG00000205809
KLRC3,KLRC3,2191,True,0.0024930042737195705,1.3860574751822892,2.437651,6,False,ENSG00000205810
SERPINB11,SERPINB11,33928,True,0.08302761605041473,1.0223203332265336,4.4579043,7,False,ENSG00000206072
SERPINB4,SERPINB4,61889,True,0.22689708703297562,1.537311033154898,7.453253,12,False,ENSG00000206073
HBA1,HBA1,9523,True,0.021800525259900196,1.7958759996293507,7.200162,11,False,ENSG00000206172
HBM,HBM,263,True,0.0004387958449543,1.2568727941946622,3.2180698,5,False,ENSG00000206177
ANKUB1,ANKUB1,27023,True,0.038834793684704785,1.1833073517847204,4.62269,6,False,ENSG00000206199
CFAP44,CFAP44,37590,True,0.05181897841762891,1.1031790415103593,4.210621,5,False,ENSG00000206530
GPX3,GPX3,135512,True,0.2742772036108055,1.2642383141116618,4.4361806,10,False,ENSG00000211445
IGKC,IGKC,65079,True,0.1633055137067046,2.473491352513015,16.904608,13,False,ENSG00000211592
IGKV4-1,IGKV4-1,2479,True,0.0036214817375791577,1.7828000459620323,5.1367226,10,False,ENSG00000211598
IGLV8-61,IGLV8-61,130,True,0.0002742588853814903,1.10200738058472,2.4347458,5,False,ENSG00000211638
IGLV6-57,IGLV6-57,804,True,0.0015066202498184224,1.9700872742329498,5.94196,10,False,ENSG00000211640
IGLV1-51,IGLV1-51,1581,True,0.0015472195265412332,1.374513790512229,2.905477,6,False,ENSG00000211644
IGLV1-47,IGLV1-47,1036,True,0.0012753224162088783,1.9716074206815488,5.8135815,10,False,ENSG00000211648
IGLV5-45,IGLV5-45,152,True,0.00042683386874676484,1.3502082679426781,3.6562989,5,False,ENSG00000211650
IGLV1-44,IGLV1-44,1380,True,0.0016411620605420348,1.5973942330556277,4.287044,7,False,ENSG00000211651
IGLV1-40,IGLV1-40,857,True,0.0013573639815099505,1.5260639797506277,4.454475,8,False,ENSG00000211653
IGLV3-25,IGLV3-25,812,True,0.0008858805993637723,1.675302909651353,4.2237515,8,False,ENSG00000211659
IGLV2-23,IGLV2-23,966,True,0.0013850153355650914,1.4600500210672318,4.0963187,7,False,ENSG00000211660
IGLV3-21,IGLV3-21,1076,True,0.0013357578928586953,1.4932236762017423,4.233316,9,False,ENSG00000211662
IGLV2-18,IGLV2-18,53,True,8.350899076376639e-05,1.2769056927476243,2.8245573,5,False,ENSG00000211664
IGLV2-14,IGLV2-14,1575,True,0.002190333158312022,1.4836996418209762,4.235058,8,False,ENSG00000211666
IGLV2-11,IGLV2-11,652,True,0.000807517725781089,1.5805165572626465,3.9736478,8,False,ENSG00000211668
IGLV3-10,IGLV3-10,439,True,0.000642098896098273,1.3186191578173845,2.7549987,6,False,ENSG00000211669
IGLV3-9,IGLV3-9,400,True,0.00042380493197812294,1.0853773707675745,2.2035885,5,False,ENSG00000211670
IGLV3-1,IGLV3-1,1003,True,0.0016016183324911253,1.6912936183527592,4.638523,8,False,ENSG00000211673
IGLC2,IGLC2,20882,True,0.04604622539221286,2.6086092856669807,16.898098,12,False,ENSG00000211677
IGLC3,IGLC3,13045,True,0.02804304336067719,2.4530391544333634,15.114865,11,False,ENSG00000211679
IGLC7,IGLC7,691,True,0.0015494337766548858,1.7749520274947614,4.52281,11,False,ENSG00000211685
TRGC1,TRGC1,17935,True,0.03484201499515795,1.3060573268158266,2.4107826,7,False,ENSG00000211689
TRGV10,TRGV10,2409,True,0.0035167846328935802,1.493798017595699,3.4456534,8,False,ENSG00000211694
TRGV9,TRGV9,2744,True,0.0048885497994769185,1.4410290258841374,3.4501815,8,False,ENSG00000211695
TRGV4,TRGV4,1043,True,0.0013010075924881884,1.2894862438670385,2.1986363,5,False,ENSG00000211698
TRGV3,TRGV3,1700,True,0.0018885887087122318,1.2901018318682065,2.3340108,6,False,ENSG00000211699
TRBV6-1,TRBV6-1,386,True,0.0006416780604083966,1.1986795115136168,2.9099457,5,False,ENSG00000211706
TRBV20-1,TRBV20-1,1100,True,0.0023702181320534475,1.3764400564113117,5.030625,4,False,ENSG00000211747
TRBC1,TRBC1,35284,True,0.11386963498797516,1.747303364546277,10.20899,12,False,ENSG00000211751
TRBV27,TRBV27,578,True,0.0019238831021968835,1.3016178300428327,4.2019734,4,False,ENSG00000211752
TRBC2,TRBC2,42221,True,0.12288215942468439,1.65907635163055,9.423647,12,False,ENSG00000211772
TRAV4,TRAV4,1361,True,0.0031594766558156254,1.4765298496039478,2.8215442,9,False,ENSG00000211778
TRAV13-1,TRAV13-1,765,True,0.0012924959155951239,1.2805833889112848,3.2700768,5,False,ENSG00000211788
TRAV12-2,TRAV12-2,582,True,0.0009253427293488077,1.044763809442403,2.7966747,5,False,ENSG00000211789
TRAV13-2,TRAV13-2,953,True,0.0021275783086669863,1.459881784956371,3.354548,5,False,ENSG00000211791
TRAV14DV4,TRAV14DV4,461,True,0.0006555016287539047,1.1175992984479117,2.473181,5,False,ENSG00000211792
TRAV9-2,TRAV9-2,478,True,0.0006226904064718416,1.1169732577303406,2.1330512,5,False,ENSG00000211793
TRAV12-3,TRAV12-3,535,True,0.0008405716529326029,1.3959337019052704,2.8762963,6,False,ENSG00000211794
TRAV8-6,TRAV8-6,415,True,0.0005838750669766907,1.2257654578964376,2.511838,5,False,ENSG00000211795
TRAV16,TRAV16,509,True,0.0008278838690528665,1.2691733039306143,2.272664,5,False,ENSG00000211796
TRAV17,TRAV17,914,True,0.001390619356539465,1.3350326721502739,2.6136038,6,False,ENSG00000211797
TRAV20,TRAV20,290,True,0.000489509787330013,1.2447673767249903,1.9589243,5,False,ENSG00000211800
TRAV21,TRAV21,600,True,0.0009448802410635854,1.1639287260763151,3.0983753,4,False,ENSG00000211801
TRAV22,TRAV22,371,True,0.0004706335679638537,1.1619032441747648,1.5448241,5,False,ENSG00000211802
TRAV23DV6,TRAV23DV6,235,True,0.0003564990682867275,1.1207333926635088,1.8777865,5,False,ENSG00000211803
TRAV25,TRAV25,296,True,0.0003654293526070257,1.1149731444202786,1.9057478,5,False,ENSG00000211806
TRAV29DV5,TRAV29DV5,695,True,0.0009635947774015027,1.4526949814838015,2.9980764,6,False,ENSG00000211810
TRAV26-2,TRAV26-2,271,True,0.0004304002009798687,1.009977345595509,1.7192928,5,False,ENSG00000211812
TRDC,TRDC,12299,True,0.03702007616129969,1.64826772171261,5.2618394,11,False,ENSG00000211829
IGHA2,IGHA2,3701,True,0.008041196603287415,2.4088394210551427,11.602654,12,False,ENSG00000211890
IGHG4,IGHG4,3263,True,0.007458793547814817,2.277951037482775,9.319162,10,False,ENSG00000211892
IGHG2,IGHG2,2857,True,0.006365109187807099,2.3877721212987617,9.237742,12,False,ENSG00000211893
IGHA1,IGHA1,34778,True,0.0750990995069922,2.376677586678865,13.872618,12,False,ENSG00000211895
IGHG1,IGHG1,11526,True,0.022257481768819035,2.261330562814681,12.446826,10,False,ENSG00000211896
IGHG3,IGHG3,10978,True,0.024415897465442513,2.4773146894380678,12.31854,11,False,ENSG00000211897
IGHD,IGHD,2549,True,0.006934587128290625,2.0554275935769613,6.997099,12,False,ENSG00000211898
IGHM,IGHM,9599,True,0.02763000457720376,2.097511931186405,11.727071,14,True,ENSG00000211899
IGHV1-3,IGHV1-3,481,True,0.0008364319258949026,1.4160500676301315,2.9327443,6,False,ENSG00000211935
IGHV3-7,IGHV3-7,705,True,0.0010737906737005715,1.4021781672064644,3.491564,7,False,ENSG00000211938
IGHV3-15,IGHV3-15,264,True,0.00044818824788510174,1.0965594904857991,3.091995,5,False,ENSG00000211943
IGHV1-18,IGHV1-18,648,True,0.0007218572883518314,1.2228638507593808,2.9890988,4,False,ENSG00000211945
IGHV3-21,IGHV3-21,441,True,0.0008052428313003862,1.4641039161455627,3.0765803,5,False,ENSG00000211947
IGHV3-23,IGHV3-23,1438,True,0.0021340741962489244,1.5332665249392725,4.62607,8,False,ENSG00000211949
IGHV1-24,IGHV1-24,199,True,0.00041157997941836344,1.6843832546733601,4.375392,8,False,ENSG00000211950
IGHV4-34,IGHV4-34,353,True,0.0005323721113564291,1.2420918568579276,3.0015771,5,False,ENSG00000211956
IGHV4-39,IGHV4-39,923,True,0.0011236799023239751,1.2842909806343477,3.1898391,6,False,ENSG00000211959
IGHV1-46,IGHV1-46,279,True,0.00038157500743079116,1.2176537763833808,2.8094053,5,False,ENSG00000211962
IGHV5-51,IGHV5-51,524,True,0.0006220716966535011,1.4313912912421858,3.3268764,6,False,ENSG00000211966
IGHV4-61,IGHV4-61,260,True,0.00037437217328321247,1.4227408068893461,2.8665974,7,False,ENSG00000211970
KRTAP3-1,KRTAP3-1,1995,True,0.00330487644451822,1.3943289824410947,5.1603036,8,False,ENSG00000212901
CFAP45,CFAP45,31906,True,0.0491334927204115,1.186628686541012,6.1629477,7,False,ENSG00000213085
ACKR1,ACKR1,24890,True,0.06945980896499229,2.302807659986097,17.965815,13,False,ENSG00000213088
TCTEX1D2,TCTEX1D2,60556,True,0.09163118466988361,1.167503290054414,4.282699,9,False,ENSG00000213123
CRIP1,CRIP1,224256,True,0.5377962060759521,1.2155947914235872,5.790624,10,False,ENSG00000213145
GIMAP1,GIMAP1,49275,True,0.07329531698030141,1.3031243425367016,4.146414,11,False,ENSG00000213203
LTC4S,LTC4S,44752,True,0.0651048591516114,1.2019759940638477,3.5134225,7,False,ENSG00000213316
LBH,LBH,83802,True,0.1372457601297102,1.2384054976970416,5.6211886,13,False,ENSG00000213626
GPSM3,GPSM3,160325,True,0.32177788546708974,1.026428871779448,3.1509156,5,False,ENSG00000213654
LAT,LAT,32973,True,0.06243553318726684,1.2632708441378335,4.295236,10,False,ENSG00000213658
EMP2,EMP2,218194,True,0.4597669866350653,1.158918108279107,3.0653496,6,False,ENSG00000213853
LTB4R,LTB4R,52139,True,0.08508494149335037,1.042966411513856,1.8556453,5,False,ENSG00000213903
ITGA1,ITGA1,37070,True,0.05663616449316227,1.392222089902267,5.8020806,9,False,ENSG00000213949
TMEM213,TMEM213,24263,True,0.03459588796759397,1.1717082498915496,3.684473,4,False,ENSG00000214128
MEG3,MEG3,19019,True,0.03675493339436936,1.5584178674304108,8.328468,12,False,ENSG00000214548
MUC5AC,MUC5AC,56415,True,0.2388070524229564,2.140390528359835,18.073889,12,False,ENSG00000215182
FAM166B,FAM166B,27631,True,0.0398527422113488,1.219647256022401,5.5976233,8,False,ENSG00000215187
C5orf49,C5orf49,45506,True,0.09585966501962317,1.6260989982053164,15.128017,14,True,ENSG00000215217
TNFRSF25,TNFRSF25,17398,True,0.024125437336307586,1.2022080190005824,2.2467475,7,False,ENSG00000215788
IFI30,IFI30,97908,True,0.22276867959869512,1.1770339396741671,3.3950338,8,False,ENSG00000216490
FXYD7,FXYD7,2696,True,0.005702993072008527,1.4342606455383684,2.726164,9,False,ENSG00000221946
IGLC6,IGLC6,187,True,0.0005123328093045369,1.451126713970458,3.9951766,7,False,ENSG00000222037
LINC00152,LINC00152,82806,True,0.1632723409907088,1.099073001864648,3.3396363,8,False,ENSG00000222041
