Gene,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
CALCOCO1,83.85214,77.01375,193.34875,82.12691,111.602394,58.12342,180.30586,263.47406,315.73352,73.282684,303.94443,73.86219,159.02977,62.15377,115.38436,142.91496,126.50452,69.24553,154.0499,450.9082,57.9905,65.59279,67.52273,221.4992,252.62863,131.38034,252.39526,338.27765,116.421875,221.75552
HOXC13,82.34427,89.54443,78.63442,148.43915,84.07141,96.02792,95.651245,123.85628,129.71114,103.52555,70.914696,54.434345,75.92445,49.782608,71.49449,253.78256,141.15045,162.61328,147.58075,88.27898,60.84983,209.70122,90.55563,60.255463,102.665695,80.37625,105.76434,58.636265,79.8483,86.72542
NCKAP1L,192.6546,364.8532,475.10406,272.54877,641.0973,301.27582,269.82584,487.31265,232.57002,800.4935,488.12326,217.61174,336.58575,333.0312,251.23044,410.58444,721.72125,452.7151,407.0199,222.48741,305.55652,282.34787,462.17322,721.03827,421.0099,704.5352,298.6617,268.50275,1345.5316,237.28108
CD63,3571.205,5905.216,1238.9221,591.493,2374.583,1148.3586,1132.0807,2723.745,1058.2974,2925.104,3890.8994,2907.4678,1023.569,2777.8513,960.0441,1365.945,679.52856,1927.532,5815.4136,2501.259,821.4129,2134.796,3979.7632,703.35114,5236.3174,1348.6173,4953.5234,603.38586,1790.8085,4621.899
MYL6,553.6542,1203.34,921.7327,890.18524,2385.0952,3388.0195,996.9285,808.929,3364.633,2009.5118,1975.1008,2912.3604,641.6569,486.6402,1840.6421,751.6698,632.9029,730.00775,2555.438,4628.7783,484.83008,1169.6484,5984.1255,1842.0424,3759.0176,3498.6602,3058.681,456.43985,2916.0679,1387.4436
TAC3,494.81082,161.13301,186.14531,161.6943,227.72911,565.7747,810.59875,869.79877,594.2217,436.4995,313.3418,599.0514,612.23517,234.31136,303.38785,341.58325,275.56207,759.8729,530.68945,200.28651,239.99321,286.80978,166.77444,179.45312,1176.9336,260.53674,137.81737,930.05566,169.12079,408.88177
DDIT3,1784.0283,779.4053,921.72504,279.32153,609.61865,334.70282,965.0663,3364.3286,1616.3804,482.28925,355.6316,2078.2988,332.2788,696.41113,3093.5806,914.05054,1510.5128,550.62726,583.3036,1225.3955,1257.5432,288.7096,430.7722,802.96643,487.39252,402.07483,1098.4592,943.4446,1077.53,399.1427
RP11-620J15.3,761.87933,476.27005,682.8739,1385.8914,997.2273,933.22076,1077.315,3134.3813,1735.7867,1225.6409,1341.9548,808.1135,1446.3062,674.43256,398.89264,507.21426,968.4461,512.3764,3669.8616,2742.7349,3927.0256,1910.5333,1470.3457,467.66693,2003.867,1761.3848,1565.7144,371.28793,1371.814,467.6795
FAM19A2,155.52086,813.73615,748.59424,173.34554,145.47205,523.83606,168.69786,1408.9503,1084.321,148.29762,140.67175,161.4973,209.40292,206.7286,399.9478,361.13815,528.9264,160.4841,414.40683,190.22696,154.55125,146.7563,170.01811,1035.8878,160.22836,669.2135,141.729,263.4521,190.8515,576.9175
LYZ,705.0175,592.9601,1055.1677,285.48303,860.50494,238.76285,549.0497,185.72319,754.7253,737.012,236.35416,526.91394,653.0535,176.85442,1508.9601,166.71616,362.33295,578.6455,521.6843,760.5179,1060.3912,427.809,161.02145,683.70605,231.70528,1201.8557,1012.114,378.96365,810.8282,779.1703
RP11-1143G9.4,44.888718,41.88109,125.6849,36.878567,128.91635,58.722992,51.1445,109.42068,152.50069,90.65932,89.09253,64.027626,58.018692,43.26936,203.22858,96.054344,52.08353,52.7294,40.77114,45.47481,222.85356,61.7177,50.747997,55.525864,56.89255,37.973854,94.82925,40.39438,46.270836,115.81137
GLIPR1,18.288185,45.855164,39.019238,34.51283,69.40045,24.031647,16.59059,23.750793,23.40398,16.19272,122.60621,17.990435,59.02248,58.38533,34.168983,71.49963,68.41956,78.97193,55.285362,25.861298,30.590149,105.0274,18.82336,143.53525,37.806038,107.434204,19.919205,49.539646,88.98865,20.570198
PHLDA1,70.3292,25.170591,39.011,18.319813,99.729416,23.627777,25.686457,47.950706,18.224642,59.320282,193.07802,63.206535,24.92564,24.570488,96.76811,159.4928,50.512356,126.159225,23.539871,153.29881,25.084322,58.46389,134.13385,61.749336,29.73719,141.2499,23.16713,42.253963,102.10924,30.061478
NTS,56.5966,207.22586,52.548965,43.751793,117.46892,41.579506,65.82244,121.93765,67.20812,140.8306,95.557144,91.56621,87.76693,190.05841,81.57032,64.75905,173.76486,249.92783,74.01536,49.33942,85.089645,44.23575,161.56653,42.969986,55.501564,105.48922,153.04022,97.80802,58.008503,64.768005
LINC00936,34.775158,50.074375,38.435795,40.591026,68.09541,32.319305,162.17119,112.24497,105.55206,29.95079,150.39409,49.571663,43.439976,34.139313,53.82938,48.50815,46.60675,52.30981,38.41087,46.807053,35.02085,26.938877,67.01951,49.13975,71.59628,30.071562,85.17498,143.89552,34.269352,30.46423
RP11-693J15.6,80.12266,95.85015,83.50883,126.39293,135.53241,61.37,70.949905,77.28085,144.82623,89.283325,476.41882,61.812386,125.12871,99.327614,173.86642,157.88315,174.91624,170.30502,78.10253,131.42105,108.713585,70.02194,55.550293,375.0192,85.51668,196.59613,112.34344,76.62726,85.351135,93.563774
BTG1,2669.1758,3790.688,3811.019,2371.875,2639.962,1301.6665,3434.8247,4679.1245,1761.8174,1148.8644,7834.5093,3156.3994,1669.604,7996.3096,6254.2744,8853.246,1090.5916,5101.906,2129.3284,3143.4546,4407.5938,951.0435,1347.6255,4801.0596,5865.6265,2130.3726,9447.825,1646.823,1833.0084,3768.395
RP11-796E2.4,226.85054,86.578384,117.48842,83.460365,109.18571,143.70987,285.4372,455.391,111.1379,106.68569,343.36456,114.50955,147.39648,170.44542,311.28412,303.31534,201.79399,257.81815,142.73347,97.42828,252.0269,312.12476,115.972305,181.74402,327.88663,85.218704,393.3587,166.86874,124.64847,98.13371
SOCS2,572.75684,1518.0872,2776.9148,550.1196,4144.183,8383.613,875.2922,831.6076,943.92053,597.6034,923.8275,3489.5415,1186.9867,1554.3801,6477.801,5753.7856,694.20044,8869.979,2686.8247,2505.828,720.688,4509.582,740.7281,1536.7324,902.59607,678.2608,2470.2495,1473.333,1644.0431,1560.52
RP11-887P2.5,72.61011,74.30493,55.10312,30.873898,27.263733,23.264977,35.279152,33.39468,22.840435,23.771637,43.25303,82.03104,39.52671,61.25045,55.830803,96.28568,51.669655,166.42699,51.88482,66.287254,23.196413,126.79784,87.73694,69.01247,87.599686,25.220934,47.83724,33.768887,101.24068,21.995474
HSP90B1,6932.1846,866.2152,4353.2256,3563.1792,1603.7869,4272.1826,935.81586,5253.6406,4622.3726,8799.192,1810.7711,1162.1492,3390.6995,2292.9722,4478.4326,1798.8795,7779.302,3125.8752,5852.7373,10501.672,850.9173,6015.1646,1441.1699,4082.6587,2438.6196,1319.6422,4821.461,5637.9165,2201.3523,13960.052
SELPLG,67.953354,222.79181,240.91211,150.56837,93.62679,145.73993,76.259254,209.03317,187.11545,71.54199,207.2464,53.3145,96.19994,63.82461,89.92476,89.44833,96.51306,77.761406,76.13651,118.39578,112.053665,239.29416,240.19061,56.34069,102.71839,237.78516,426.29807,90.590355,241.38933,221.4849
ARPC3,3744.3171,4499.378,807.1267,2248.2754,1012.34076,838.2632,1061.5604,3365.5425,768.1095,758.32764,2345.4617,1781.1411,4342.9346,4609.4814,734.20715,3577.039,2852.0364,2666.1587,1122.8947,630.34204,848.9993,5698.1816,4996.203,7616.005,676.48376,1911.6582,4702.6294,591.6635,1307.5951,2132.113
HVCN1,163.17712,508.62314,95.67072,114.18128,94.73244,515.6474,141.06207,184.48651,314.09155,150.67242,346.134,130.09521,304.7904,300.9837,364.2359,98.3486,163.60764,105.535095,78.08598,76.46169,112.199524,311.05505,170.76102,683.1686,98.167435,294.21423,261.50195,98.76668,118.69556,186.45839
SDSL,123.261185,185.0531,475.35992,183.91562,285.05984,291.6389,280.2387,343.15036,129.06332,180.15645,299.0619,164.49422,179.11224,146.47205,504.24915,176.50984,145.68027,330.25253,248.61406,134.19958,330.26367,122.70833,126.50016,297.82904,204.71083,156.44327,210.4096,470.16876,282.01285,210.83743
TESC,1668.8721,987.0198,5524.7207,659.6494,4888.001,7111.818,1265.3174,1915.0907,3577.447,3202.3843,5998.775,825.20557,6300.209,1313.356,4288.8394,2407.1501,1637.0854,1532.7124,2832.412,2384.7634,3166.47,1797.2203,1774.8185,1627.9236,3089.8716,1209.7072,1991.501,694.12024,2882.9746,5745.7466
MORN3,17.478357,28.698364,14.105698,13.33315,15.860711,32.180344,34.77603,52.71955,20.189169,18.287714,47.142105,29.218264,15.458834,29.215631,17.35121,23.628868,20.309814,14.163635,42.897175,30.790472,22.80994,26.446009,14.666923,19.398588,11.958581,16.917156,30.725746,48.656296,19.929691,50.37648
TMEM120B,399.93668,163.42488,376.081,133.6566,112.243095,127.47185,135.50314,391.4401,97.35028,152.2534,103.00812,200.66275,429.07532,118.04712,374.75824,389.24072,222.91684,312.80402,491.32166,115.3247,120.97847,194.59662,80.9619,293.16583,171.19823,109.54773,200.97835,162.32866,204.89996,177.52078
UBC,4503.993,2757.148,1339.029,5807.263,868.79297,8189.5005,1568.5592,1605.351,1293.7145,1787.2944,1962.5183,767.8031,1578.5353,2072.5615,6372.1553,2601.5154,1937.8083,2421.6965,2277.9702,6384.3647,3686.9746,3385.4875,1558.7852,739.65137,2205.795,4160.3384,1201.5508,712.1343,1652.749,1380.1038
FLT1,51.307568,17.292166,21.109829,90.86919,53.06252,45.486702,29.462425,23.867851,19.856888,45.50497,125.32256,48.727192,63.915657,42.412613,36.51222,56.043316,29.833038,46.55265,19.229424,129.4557,17.919464,66.297386,16.255434,57.637318,33.127937,87.432175,123.35042,73.59202,65.02727,20.50386
EXOSC8,1207.4115,880.18945,2138.5068,1318.1882,3133.7874,762.6119,650.1401,3275.6753,1758.1284,829.0665,1174.2161,2409.5146,1783.636,1642.6519,752.4132,1056.4658,1064.2053,863.7837,1795.9875,698.6975,1866.0068,2014.7054,1452.9119,1918.4254,1909.8679,576.1911,4117.5146,817.2746,2385.674,3105.108
TSC22D1,476.29816,2355.8413,3183.791,995.27234,715.0755,1447.705,694.0316,3527.8918,519.9745,1037.1991,542.41223,1188.7825,3844.6284,732.9513,2849.4517,1405.0499,1258.3549,1726.716,2049.3691,1999.977,2803.249,985.10016,952.4075,2567.2185,903.56256,1636.6145,1226.1317,2334.834,3464.2998,889.1388
ITM2B,2041.8169,1674.7242,610.47327,1217.8926,2370.8772,625.4085,1699.7827,2019.3994,2904.0068,452.28812,3385.6875,1002.6438,494.8807,2437.5137,2725.3135,2518.1313,950.0063,1470.2206,1311.6089,2744.643,712.2252,1463.7664,1019.228,4524.017,1258.9928,1970.1548,2821.0132,936.60657,2698.0608,5505.1094
SETDB2,52.073868,28.378584,35.94561,43.771824,75.82072,66.57582,68.35517,61.770157,58.861664,32.691036,43.323715,28.221207,71.89188,45.09043,44.741104,49.040165,33.346897,35.894207,35.080402,87.1029,39.682373,97.46165,27.930809,87.1285,35.133907,56.673958,56.084393,36.614216,73.29471,53.523308
COMMD6,617.4637,780.1836,897.3669,665.65356,778.7705,4008.4985,3230.6685,1353.8557,820.04626,754.5404,5252.578,1249.5696,917.3721,1753.7306,592.5952,1113.1799,713.8958,895.78845,961.455,560.9038,1072.4026,781.0881,1736.1636,964.6592,798.64935,3378.5493,3343.6077,2775.9824,3138.5332,2110.3523
DNAJC3-AS1,137.98816,86.190094,232.02283,72.49079,420.05515,159.32678,501.67432,491.8365,290.52826,119.826065,115.23822,234.78897,293.59213,276.74948,450.7879,110.761795,126.9541,85.251595,113.12651,132.94632,231.36093,102.11412,79.21931,115.59477,104.08368,84.57513,120.037674,153.53236,309.8074,121.10303
DNAJC3,2122.3845,854.0021,1349.0635,244.55472,1251.5605,312.98242,646.79596,295.93158,1105.4572,1813.3867,644.7897,390.85034,974.8336,320.4523,1302.2214,508.77618,961.8384,845.32513,1200.0236,1436.391,300.49295,376.1424,747.63086,805.6577,835.0606,1494.2404,670.2272,423.59772,818.65466,1891.5105
LINC00449,23.210915,24.600588,20.170118,39.762497,52.060787,38.69484,45.753246,61.9802,22.00808,18.785461,21.999767,48.09786,22.203243,39.111946,51.50613,30.008722,20.714243,21.028503,20.58862,15.959164,20.807833,76.3427,25.117228,53.22883,21.761684,16.319687,20.409168,26.47305,18.762642,66.5044
TEX30,5361.6772,1794.9675,3170.7373,1037.3954,3249.588,1096.8506,1478.8167,4361.499,3959.393,5154.201,937.09076,2955.6956,3129.5825,1765.6659,5635.184,2535.0981,4981.617,3389.6611,2182.8635,5112.97,6125.462,10071.209,1209.789,6499.6094,1886.5876,7514.7397,3624.9844,6043.274,4200.4243,807.57056
ARGLU1,985.2381,2395.0813,721.873,1900.4073,7844.0347,1641.9333,2754.9634,1767.5681,1540.8752,2016.081,1433.1001,862.2993,2109.535,1260.7545,2222.9365,3475.1123,8308.099,8181.3105,4497.6406,806.8654,2203.767,2847.3545,4356.423,890.3202,6396.006,2073.3003,4425.534,698.0647,5789.188,633.47424
ANKRD10,593.5074,2036.639,741.6623,717.79205,814.02106,755.5725,1233.2766,743.59174,962.8325,361.1355,397.0569,918.2367,2262.799,723.7114,813.15314,1131.4341,876.65955,781.03784,637.2073,1148.157,336.8734,1423.6466,1022.1033,364.58386,365.4877,2030.4087,337.62317,702.31323,1168.7405,611.34503
TEP1,13.540197,24.575592,20.41707,12.716403,14.912382,30.104927,20.748932,52.62445,16.918217,10.600546,31.340698,29.199707,32.097866,31.34708,20.12511,22.369238,16.45304,11.927253,19.348574,18.595625,9.796902,13.133537,12.506441,33.499146,32.727097,13.141609,11.902217,13.117886,10.070549,12.529521
RNASE6,23.798115,22.680084,34.19304,15.029414,72.30468,34.045914,17.209064,23.060368,50.33956,50.18817,13.960985,31.046165,29.27215,22.847065,29.13913,46.0006,28.4179,18.042608,21.6021,22.835339,18.068808,17.225775,73.149994,50.21558,52.71462,18.82811,22.680565,24.028223,31.224897,20.983364
CEBPE,1190.9642,2931.99,446.33926,1901.7002,2103.1296,2039.6936,340.55054,696.71375,2928.4902,337.41037,2839.1382,2017.1775,1097.7297,939.92035,2550.983,686.08575,505.35052,602.09186,2153.6357,1518.0682,453.22186,691.2216,266.50064,1497.2007,373.47748,311.27667,274.35388,642.3617,585.05115,790.66113
SLC7A8,552.00934,343.1401,471.4739,299.18713,385.3604,293.42395,213.96953,669.2622,338.68243,426.69232,541.9917,403.56265,267.88675,294.5067,154.85132,445.52277,601.67236,400.71814,184.11708,281.9564,109.70894,1218.7028,202.08562,169.04422,180.76103,178.63667,428.11664,447.44067,572.29565,935.95233
PSME1,255.49026,1253.2249,229.42548,413.8567,800.2732,2256.6704,1231.8644,1589.1367,2348.8257,516.93896,747.4832,510.5537,1140.7938,349.5135,623.1572,387.80136,1365.559,1193.4154,2035.4672,341.4236,350.95157,436.3554,944.91315,404.1942,281.6255,515.62103,740.2185,949.999,257.06747,598.54333
NFKBIA,340.91406,97.63418,132.01999,368.8339,158.05228,151.57681,292.25983,210.81964,551.89966,123.16286,337.40442,386.62268,160.26897,149.719,797.1903,435.74112,329.7766,280.59174,223.03697,109.826096,149.68492,304.63367,127.84253,202.79602,165.71361,145.03912,182.10445,129.83319,359.38272,103.49039
ARG2,70.21552,81.922585,55.549767,43.364334,192.66635,58.139553,94.16095,324.14307,162.71785,220.93576,54.797768,228.67365,60.532566,42.517212,138.35956,77.76177,81.83177,75.48988,320.16702,197.40462,221.13918,140.11783,135.14178,152.19058,105.5412,62.548477,74.37925,157.94316,146.60071,68.96324
ZFP36L1,395.97583,281.14813,263.57202,506.7344,1740.737,845.5747,584.0094,698.31085,1053.26,1968.18,365.4051,1604.0664,3710.4148,216.98964,3470.8667,2088.9727,1512.0276,333.45044,327.58453,667.89465,207.60089,763.53076,1140.3367,437.02533,268.18726,1020.313,1115.5574,544.10693,301.95578,684.88525
NPC2,847.8371,1983.7952,745.4534,1187.5089,877.0805,461.12735,1714.3563,1543.4102,1975.9834,915.40027,514.12494,1328.7341,538.9939,738.47,704.69446,2215.6445,527.63605,1194.2704,551.854,793.98254,371.12842,1342.6052,1714.0576,358.5767,2261.499,999.30096,2261.041,407.21777,1043.3677,320.91327
FOS,180.83427,136.10443,62.67333,97.082565,75.26449,283.73108,112.294426,230.88922,236.29144,156.70187,244.38333,68.87972,135.92294,105.703606,313.3413,197.19984,51.897366,74.30446,166.37653,64.91737,97.547165,313.93167,99.99159,202.8369,104.553154,86.06523,98.04057,75.62384,296.7255,47.160503
LINC01220,17.073254,10.499975,11.764475,8.439428,25.006422,14.174655,28.235823,12.112019,30.27426,49.400604,16.633419,12.09585,19.806818,12.614666,21.098,10.353048,17.666529,10.312285,28.089207,20.953165,9.03703,10.842859,10.747831,32.295437,10.85149,15.780783,14.999319,14.027645,32.279125,15.777742
ADCK1,66.10588,118.91893,86.29287,49.82808,94.44432,66.94359,71.53452,186.06082,156.52007,41.48384,85.83954,47.530113,78.86037,120.55913,74.79352,64.59665,155.31921,75.63122,59.781033,72.46387,49.839066,330.8885,43.86602,273.96106,115.21726,108.14903,242.52098,88.262665,78.25991,219.6484
GPR65,21.158836,32.24423,16.829983,40.675224,21.404938,25.100182,16.577791,18.851086,15.236967,42.119194,30.047825,17.220875,36.363586,21.981602,50.613342,15.575388,56.435318,23.728573,16.765287,16.813774,21.249756,22.574982,17.88559,86.92262,34.81771,30.886467,24.453617,16.456518,33.268238,38.3641
IFI27L2,262.9396,147.73074,220.51216,307.17145,506.3254,191.48935,326.43823,334.2404,228.29726,329.38525,798.0054,101.15527,359.83707,217.64568,150.4732,294.69214,319.67358,262.1364,224.07382,127.71845,328.99884,194.14957,408.4934,441.49426,401.35654,571.1741,184.29987,329.95428,154.23177,389.64902
HSP90AA1,6295.3184,1245.9745,1636.8398,1025.9897,1318.0723,7724.581,3286.7065,4357.8154,2547.5566,1698.7894,1376.7385,2586.2173,1065.6743,2353.061,1478.5106,4596.6255,4773.98,1059.5321,5424.168,8645.2295,935.58826,940.94446,1395.2585,1269.6045,2505.3364,2906.2769,3868.6704,3977.381,3988.1714,4042.1267
TNFAIP2,163.05615,292.32312,322.14417,360.53467,1200.8823,289.88858,200.87897,933.87744,525.2862,225.18033,236.76129,323.40894,566.5857,303.72897,236.69734,505.35602,406.6798,287.1985,688.31995,634.00586,253.89885,218.84564,551.2433,295.70135,369.734,197.11739,233.65985,482.48102,424.32132,232.08981
CKB,4819.483,714.16266,7253.2617,2506.934,6082.6772,747.8968,978.6985,3254.8071,1329.6354,1523.6953,7254.745,4785.794,818.932,4430.6963,1895.9089,5375.2695,571.3081,4653.999,5094.4814,1257.5298,2836.0989,937.9734,4767.2246,2430.204,3889.19,988.4729,4472.124,1921.2535,877.9828,4869.8857
NUSAP1,3304.8171,679.81854,1449.0863,489.69147,1396.4717,2061.6562,1664.84,2703.6794,705.4498,525.84265,1661.7825,1890.9208,2368.956,2658.6543,3384.7363,760.17395,5228.926,858.5884,558.6059,406.40298,1434.9166,3409.1416,715.7563,1786.4895,2684.4773,916.4176,1750.7543,726.6224,807.5997,2791.5837
MAP1A,384.89697,736.77356,1643.7826,731.33563,2147.8389,780.493,561.8778,1186.791,1314.8813,1603.2893,423.53323,724.99133,950.86847,982.76697,1847.78,576.3863,501.0703,1991.7,877.95575,3050.56,1521.6324,563.26733,563.8047,579.31055,728.8529,546.5282,1376.1099,394.71948,2056.4517,1291.7435
B2M,798.1168,1577.7892,524.7566,3107.0015,3611.102,1294.7596,2924.8616,1038.6207,2197.7446,2460.374,712.74866,882.4548,703.9116,662.5759,757.21124,3028.1746,1931.6461,1826.4573,2757.6724,6351.7573,1742.9144,2652.2275,4865.802,1132.3096,3881.3267,569.4971,1632.3513,611.3108,2764.571,1160.7443
GABPB1-AS1,1452.8718,1693.9977,524.99005,632.47955,2451.3926,1513.352,2298.8284,958.8314,374.98517,1755.3964,430.223,1052.8616,308.98642,1192.8982,1327.8701,1789.869,337.11224,411.77072,310.96002,392.5213,1760.1056,1877.6296,405.9149,1792.9727,663.38544,864.252,2250.9614,447.0833,417.00897,1808.5958
CCPG1,383.449,155.40048,279.25412,191.65504,526.74664,192.99504,141.09343,260.10278,296.29858,159.20087,178.35843,671.2927,437.6599,124.38831,192.07558,291.41006,172.27171,306.79285,197.69196,463.9095,171.05354,239.30272,277.58228,891.4519,214.81287,260.6659,155.99411,535.37256,210.98643,452.6953
CCNB2,570.6523,1239.0312,852.4757,2118.4778,499.45016,1985.1072,651.1173,1315.3231,518.3381,328.66092,651.1639,1433.6506,347.07202,281.51407,802.81274,2101.3982,1251.5474,1238.3486,1407.519,1907.9673,1412.7883,318.33362,819.53064,1305.7424,1742.8981,400.19623,2287.6277,509.62848,1216.666,1646.2064
ANXA2,3813.8164,752.72485,2001.0776,998.81445,900.6518,670.26965,1849.2834,1030.6108,3541.0881,1413.272,1283.1963,714.26514,1280.8313,2745.76,1100.7556,4012.7168,1038.5198,3244.5796,1669.0157,9130.771,1201.9902,2197.065,3005.6357,5105.936,622.35736,842.2157,2804.3403,2373.1938,827.2289,2037.6702
LACTB,118.24184,144.19846,188.86224,194.41428,430.21246,196.43527,133.23303,240.60349,116.42642,304.4572,474.47467,127.501114,190.60817,125.5629,119.86853,136.5862,104.66407,149.93198,154.97299,354.51212,180.1371,325.1065,74.27069,156.21155,271.79205,171.32094,130.58655,146.97012,153.08127,280.04486
